Tijd (s),Setpoint (m),Hoogte (m),Fout,Fout_Integratie,Fout_Afgeleide,PWM
15.850000,0.894685,0.894492,0.000195,0.147294,-0.000107,0.442943
15.860000,0.894685,0.894493,0.000194,0.147296,-0.000106,0.442943
15.870000,0.894685,0.894494,0.000193,0.147298,-0.000106,0.442943
15.880000,0.894685,0.894495,0.000192,0.147300,-0.000105,0.442943
15.890000,0.894685,0.894496,0.000191,0.147302,-0.000105,0.442943
15.900000,0.894685,0.894497,0.000189,0.147304,-0.000104,0.442943
15.910000,0.894685,0.894498,0.000188,0.147305,-0.000104,0.442943
15.920000,0.894685,0.894499,0.000187,0.147307,-0.000103,0.442943
15.930000,0.894685,0.894500,0.000186,0.147309,-0.000102,0.442943
15.940000,0.894685,0.894501,0.000185,0.147311,-0.000102,0.442943
15.950000,0.894685,0.894502,0.000184,0.147313,-0.000101,0.442943
15.960000,0.894685,0.894503,0.000183,0.147315,-0.000101,0.442943
15.970000,0.894685,0.894504,0.000182,0.147317,-0.000100,0.442943
15.980000,0.894685,0.894505,0.000181,0.147318,-0.000100,0.442943
15.990000,0.894685,0.894506,0.000180,0.147320,-0.000099,0.442943
16.000000,0.894685,0.894507,0.000179,0.147322,-0.000099,0.442943
16.010000,0.894685,0.894508,0.000178,0.147324,-0.000098,0.442943
16.020000,0.894685,0.894509,0.000177,0.147325,-0.000098,0.442943
16.030000,0.894685,0.894510,0.000176,0.147327,-0.000097,0.442943
16.040000,0.894685,0.894511,0.000175,0.147329,-0.000096,0.442944
16.050000,0.894685,0.894512,0.000175,0.147331,-0.000096,0.442944
16.060000,0.894685,0.894513,0.000174,0.147332,-0.000095,0.442944
16.070000,0.894685,0.894514,0.000173,0.147334,-0.000095,0.442944
16.080000,0.894685,0.894515,0.000172,0.147336,-0.000094,0.442944
16.090000,0.894685,0.894516,0.000171,0.147338,-0.000094,0.442944
16.100000,0.894685,0.894516,0.000170,0.147339,-0.000093,0.442944
16.110000,0.894685,0.894517,0.000169,0.147341,-0.000093,0.442944
16.120000,0.894685,0.894518,0.000168,0.147343,-0.000092,0.442944
16.130000,0.894685,0.894519,0.000167,0.147344,-0.000092,0.442944
16.140000,0.894685,0.894520,0.000166,0.147346,-0.000091,0.442944
16.150000,0.894685,0.894521,0.000165,0.147348,-0.000091,0.442944
16.160000,0.894685,0.894522,0.000164,0.147349,-0.000090,0.442944
16.170000,0.894685,0.894523,0.000163,0.147351,-0.000090,0.442944
16.180000,0.894685,0.894524,0.000163,0.147353,-0.000089,0.442944
16.190000,0.894685,0.894525,0.000162,0.147354,-0.000089,0.442944
16.200000,0.894685,0.894526,0.000161,0.147356,-0.000088,0.442944
16.210000,0.894685,0.894526,0.000160,0.147357,-0.000088,0.442944
16.220000,0.894685,0.894527,0.000159,0.147359,-0.000087,0.442944
16.230000,0.894685,0.894528,0.000158,0.147361,-0.000087,0.442944
16.240000,0.894685,0.894529,0.000157,0.147362,-0.000086,0.442944
16.250000,0.894685,0.894530,0.000156,0.147364,-0.000086,0.442944
16.260000,0.894685,0.894531,0.000156,0.147365,-0.000086,0.442944
16.270000,0.894685,0.894532,0.000155,0.147367,-0.000085,0.442944
16.280000,0.894685,0.894532,0.000154,0.147368,-0.000085,0.442944
16.290000,0.894685,0.894533,0.000153,0.147370,-0.000084,0.442944
16.300000,0.894685,0.894534,0.000152,0.147371,-0.000084,0.442944
16.310000,0.894685,0.894535,0.000151,0.147373,-0.000083,0.442944
16.320000,0.894685,0.894536,0.000151,0.147374,-0.000083,0.442944
16.330000,0.894685,0.894537,0.000150,0.147376,-0.000082,0.442944
16.340000,0.894685,0.894537,0.000149,0.147377,-0.000082,0.442944
16.350000,0.894685,0.894538,0.000148,0.147379,-0.000081,0.442944
16.360000,0.894685,0.894539,0.000147,0.147380,-0.000081,0.442944
16.370000,0.894685,0.894540,0.000146,0.147382,-0.000081,0.442944
16.380000,0.894685,0.894541,0.000146,0.147383,-0.000080,0.442944
16.390000,0.894685,0.894541,0.000145,0.147385,-0.000080,0.442944
16.400000,0.894685,0.894542,0.000144,0.147386,-0.000079,0.442944
16.410000,0.894685,0.894543,0.000143,0.147388,-0.000079,0.442944
16.420000,0.894685,0.894544,0.000142,0.147389,-0.000078,0.442944
16.430000,0.894685,0.894544,0.000142,0.147390,-0.000078,0.442944
16.440000,0.894685,0.894545,0.000141,0.147392,-0.000077,0.442944
16.450000,0.894685,0.894546,0.000140,0.147393,-0.000077,0.442944
16.460000,0.894685,0.894547,0.000139,0.147395,-0.000077,0.442944
16.470000,0.894685,0.894548,0.000139,0.147396,-0.000076,0.442944
16.480000,0.894685,0.894548,0.000138,0.147397,-0.000076,0.442944
16.490000,0.894685,0.894549,0.000137,0.147399,-0.000075,0.442944
16.500000,0.894685,0.894550,0.000136,0.147400,-0.000075,0.442944
16.510000,0.894685,0.894550,0.000136,0.147402,-0.000075,0.442944
16.520000,0.894685,0.894551,0.000135,0.147403,-0.000074,0.442944
16.530000,0.894685,0.894552,0.000134,0.147404,-0.000074,0.442944
16.540000,0.894685,0.894553,0.000133,0.147406,-0.000073,0.442944
16.550000,0.894685,0.894553,0.000133,0.147407,-0.000073,0.442944
16.560000,0.894685,0.894554,0.000132,0.147408,-0.000073,0.442944
16.570000,0.894685,0.894555,0.000131,0.147410,-0.000072,0.442944
16.580000,0.894685,0.894556,0.000131,0.147411,-0.000072,0.442944
16.590000,0.894685,0.894556,0.000130,0.147412,-0.000071,0.442944
16.600000,0.894685,0.894557,0.000129,0.147413,-0.000071,0.442944
16.610000,0.894685,0.894558,0.000128,0.147415,-0.000071,0.442944
16.620000,0.894685,0.894558,0.000128,0.147416,-0.000070,0.442944
16.630000,0.894685,0.894559,0.000127,0.147417,-0.000070,0.442944
16.640000,0.894685,0.894560,0.000126,0.147418,-0.000069,0.442944
16.650000,0.894685,0.894560,0.000126,0.147420,-0.000069,0.442944
16.660000,0.894685,0.894561,0.000125,0.147421,-0.000069,0.442944
16.670000,0.894685,0.894562,0.000124,0.147422,-0.000068,0.442944
16.680000,0.894685,0.894562,0.000124,0.147423,-0.000068,0.442944
16.690000,0.894685,0.894563,0.000123,0.147425,-0.000068,0.442944
16.700000,0.894685,0.894564,0.000122,0.147426,-0.000067,0.442944
16.710000,0.894685,0.894565,0.000122,0.147427,-0.000067,0.442944
16.720000,0.894685,0.894565,0.000121,0.147428,-0.000066,0.442944
16.730000,0.894685,0.894566,0.000120,0.147430,-0.000066,0.442944
16.740000,0.894685,0.894566,0.000120,0.147431,-0.000066,0.442944
16.750000,0.894685,0.894567,0.000119,0.147432,-0.000065,0.442944
16.760000,0.894685,0.894568,0.000118,0.147433,-0.000065,0.442944
16.770000,0.894685,0.894568,0.000118,0.147434,-0.000065,0.442944
16.780000,0.894685,0.894569,0.000117,0.147435,-0.000064,0.442944
16.790000,0.894685,0.894570,0.000116,0.147437,-0.000064,0.442944
16.800000,0.894685,0.894570,0.000116,0.147438,-0.000064,0.442944
16.810000,0.894685,0.894571,0.000115,0.147439,-0.000063,0.442944
16.820000,0.894685,0.894572,0.000114,0.147440,-0.000063,0.442944
16.830000,0.894685,0.894572,0.000114,0.147441,-0.000063,0.442944
16.840000,0.894685,0.894573,0.000113,0.147442,-0.000062,0.442944
16.850000,0.894685,0.894573,0.000113,0.147443,-0.000062,0.442944
16.860000,0.894685,0.894574,0.000112,0.147445,-0.000062,0.442944
16.870000,0.894685,0.894575,0.000111,0.147446,-0.000061,0.442944
16.880000,0.894685,0.894575,0.000111,0.147447,-0.000061,0.442944
16.890000,0.894685,0.894576,0.000110,0.147448,-0.000061,0.442944
16.900000,0.894685,0.894576,0.000110,0.147449,-0.000060,0.442944
16.910000,0.894685,0.894577,0.000109,0.147450,-0.000060,0.442944
16.920000,0.894685,0.894578,0.000108,0.147451,-0.000060,0.442944
16.930000,0.894685,0.894578,0.000108,0.147452,-0.000059,0.442944
16.940000,0.894685,0.894579,0.000107,0.147453,-0.000059,0.442944
16.950000,0.894685,0.894579,0.000107,0.147454,-0.000059,0.442944
16.960000,0.894685,0.894580,0.000106,0.147455,-0.000058,0.442944
16.970000,0.894685,0.894581,0.000105,0.147457,-0.000058,0.442944
16.980000,0.894685,0.894581,0.000105,0.147458,-0.000058,0.442944
